# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
# Number of images: 60, mean observations per image: 1457.47
35 0.999923 0.00414041 -0.00619563 -0.00994811 -0.178919 -0.153401 4.28753 2 right/weimar_000141_000004_rightImg8bit.png
36 0.999922 0.00465223 -0.00610361 -0.00988207 -0.170364 -0.141789 3.86736 2 right/weimar_000141_000005_rightImg8bit.png
37 0.999919 0.00515656 -0.00601378 -0.00997789 -0.162566 -0.128628 3.4443 2 right/weimar_000141_000006_rightImg8bit.png
38 0.999915 0.00536447 -0.00585567 -0.010345 -0.154347 -0.113616 3.02249 2 right/weimar_000141_000007_rightImg8bit.png
39 0.999908 0.00534922 -0.00551014 -0.0112237 -0.146029 -0.0980035 2.60231 2 right/weimar_000141_000008_rightImg8bit.png
40 0.999904 0.00541636 -0.00506856 -0.0117354 -0.137206 -0.0848673 2.18165 2 right/weimar_000141_000009_rightImg8bit.png
41 0.999901 0.00578111 -0.00461474 -0.0119291 -0.129652 -0.0712419 1.76226 2 right/weimar_000141_000010_rightImg8bit.png
42 0.999903 0.00611506 -0.00422552 -0.0117826 -0.120251 -0.0562006 1.34267 2 right/weimar_000141_000011_rightImg8bit.png
43 0.99991 0.00638321 -0.00391247 -0.0111143 -0.109522 -0.0426138 0.924341 2 right/weimar_000141_000012_rightImg8bit.png
44 0.999916 0.00672455 -0.00353679 -0.0105136 -0.100402 -0.0268471 0.507595 2 right/weimar_000141_000013_rightImg8bit.png
45 0.99992 0.00694791 -0.00313264 -0.0100883 -0.0914464 -0.0105762 0.0902704 2 right/weimar_000141_000014_rightImg8bit.png
46 0.999924 0.00703571 -0.0026934 -0.00978906 -0.0840511 0.00485305 -0.327968 2 right/weimar_000141_000015_rightImg8bit.png
